websites,sku,product_id,part_number,mfg_code,mfg_name,manufacturer_name,ship_method,category_name,sub_category,category_ids,stripped_part,store,attribute_set,type,root_category,product_websites,color,vpd_cost,cost,shipping_note,country_of_manufacture,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,Description,options_container,page_layout,price,supplier,required_options,short_description,url_key,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
base,00139.3087@CLARK,00139.3087@CLARK,139.3087,CLARK,CLARK,CLARK,,Replacement Parts,,120,139.3087,0,Default,simple,Default Category,base,,5.87,9.78,,,,,,,139.3087-SEAL V RING,,,0,,,,,,,,,Use config,Use config,139.3087-SEAL V RING,139.3087-SEAL V RING,Product Info Column,,9.78,Right Parts,,CLARK,139.3087-SEAL V RING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,002484-A@MISCELLANEOUS,002484-A@MISCELLANEOUS,002484-A,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,,Replacement Parts,,120,002484-A,0,Default,simple,Default Category,base,,26.69,44.48,,,,,,,002484-A-SWITCH,,,0,,,,,,,,,Use config,Use config,002484-A-SWITCH,002484-A-SWITCH,Product Info Column,,44.48,Right Parts,,MISCELLANEOUS,002484-A-SWITCH,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0067124@CATERPILLAR,0067124@CATERPILLAR,67124,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,67124,0,Default,simple,Default Category,base,,42,70,,,,,,,67124-BEARING CUP,,,0,,,,,,,,,Use config,Use config,67124-BEARING CUP,67124-BEARING CUP,Product Info Column,,70,Right Parts,,CATERPILLAR,67124-BEARING CUP,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,006-7124@CATERPILLAR,006-7124@CATERPILLAR,006-7124,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,006-7124,0,Default,simple,Default Category,base,,42,70,,,,,,,006-7124-BEARING CUP,,,0,,,,,,,,,Use config,Use config,006-7124-BEARING CUP,006-7124-BEARING CUP,Product Info Column,,70,Right Parts,,CATERPILLAR,006-7124-BEARING CUP,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0067125@CATERPILLAR,0067125@CATERPILLAR,67125,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,67125,0,Default,simple,Default Category,base,,54.17,90.28,,,,,,,67125-BEARING CONE,,,0,,,,,,,,,Use config,Use config,67125-BEARING CONE,67125-BEARING CONE,Product Info Column,,90.28,Right Parts,,CATERPILLAR,67125-BEARING CONE,,,,,,Enabled,None,,,,,,"Catalog, Search",4,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,006-7125@CATERPILLAR,006-7125@CATERPILLAR,006-7125,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,006-7125,0,Default,simple,Default Category,base,,54.17,90.28,,,,,,,006-7125-BEARING CONE,,,0,,,,,,,,,Use config,Use config,006-7125-BEARING CONE,006-7125-BEARING CONE,Product Info Column,,90.28,Right Parts,,CATERPILLAR,006-7125-BEARING CONE,,,,,,Enabled,None,,,,,,"Catalog, Search",4,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0067231@CATERPILLAR,0067231@CATERPILLAR,67231,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,67231,0,Default,simple,Default Category,base,,15.25,25.42,,,,,,,67231-BEARING,,,0,,,,,,,,,Use config,Use config,67231-BEARING,67231-BEARING,Product Info Column,,25.42,Right Parts,,CATERPILLAR,67231-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,006-7231@CATERPILLAR,006-7231@CATERPILLAR,006-7231,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,006-7231,0,Default,simple,Default Category,base,,15.25,25.42,,,,,,,006-7231-BEARING,,,0,,,,,,,,,Use config,Use config,006-7231-BEARING,006-7231-BEARING,Product Info Column,,25.42,Right Parts,,CATERPILLAR,006-7231-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0081978@CATERPILLAR,0081978@CATERPILLAR,81978,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,81978,0,Default,simple,Default Category,base,,21.09,35.15,,,,,,,81978-BEARING,,,0,,,,,,,,,Use config,Use config,81978-BEARING,81978-BEARING,Product Info Column,,35.15,Right Parts,,CATERPILLAR,81978-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,008-1978@CATERPILLAR,008-1978@CATERPILLAR,008-1978,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,008-1978,0,Default,simple,Default Category,base,,21.09,35.15,,,,,,,008-1978-BEARING,,,0,,,,,,,,,Use config,Use config,008-1978-BEARING,008-1978-BEARING,Product Info Column,,35.15,Right Parts,,CATERPILLAR,008-1978-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0081985@CATERPILLAR,0081985@CATERPILLAR,81985,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,81985,0,Default,simple,Default Category,base,,23.85,39.75,,,,,,,81985-BEARING,,,0,,,,,,,,,Use config,Use config,81985-BEARING,81985-BEARING,Product Info Column,,39.75,Right Parts,,CATERPILLAR,81985-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,008-1985@CATERPILLAR,008-1985@CATERPILLAR,008-1985,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,008-1985,0,Default,simple,Default Category,base,,23.85,39.75,,,,,,,008-1985-BEARING,,,0,,,,,,,,,Use config,Use config,008-1985-BEARING,008-1985-BEARING,Product Info Column,,39.75,Right Parts,,CATERPILLAR,008-1985-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0081986@CATERPILLAR,0081986@CATERPILLAR,81986,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,81986,0,Default,simple,Default Category,base,,15.13,25.22,,,,,,,81986-BEARING,,,0,,,,,,,,,Use config,Use config,81986-BEARING,81986-BEARING,Product Info Column,,25.22,Right Parts,,CATERPILLAR,81986-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,008-1986@CATERPILLAR,008-1986@CATERPILLAR,008-1986,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,008-1986,0,Default,simple,Default Category,base,,15.13,25.22,,,,,,,008-1986-BEARING,,,0,,,,,,,,,Use config,Use config,008-1986-BEARING,008-1986-BEARING,Product Info Column,,25.22,Right Parts,,CATERPILLAR,008-1986-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0083178@CATERPILLAR,0083178@CATERPILLAR,83178,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,83178,0,Default,simple,Default Category,base,,30.26,50.43,,,,,,,83178-BEARING,,,0,,,,,,,,,Use config,Use config,83178-BEARING,83178-BEARING,Product Info Column,,50.43,Right Parts,,CATERPILLAR,83178-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",3,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,008-3178@CATERPILLAR,008-3178@CATERPILLAR,008-3178,CATERPILLAR,CATERPILLAR,CATERPILLAR,,Replacement Parts,,120,008-3178,0,Default,simple,Default Category,base,,30.26,50.43,,,,,,,008-3178-BEARING,,,0,,,,,,,,,Use config,Use config,008-3178-BEARING,008-3178-BEARING,Product Info Column,,50.43,Right Parts,,CATERPILLAR,008-3178-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",3,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0120748@PARKER,0120748@PARKER,120748,PARKER,PARKER,PARKER,,Replacement Parts,,120,120748,0,Default,simple,Default Category,base,,390.04,650.07,,,,,,,120748-PUMP,,,0,,,,,,,,,Use config,Use config,120748-PUMP,120748-PUMP,Product Info Column,,650.07,Right Parts,,PARKER,120748-PUMP,,,,,,Enabled,None,,,,,,"Catalog, Search",18,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,0120769@PARKER,0120769@PARKER,120769,PARKER,PARKER,PARKER,,Replacement Parts,,120,120769,0,Default,simple,Default Category,base,,343.89,573.15,,,,,,,120769-PUMP,,,0,,,,,,,,,Use config,Use config,120769-PUMP,120769-PUMP,Product Info Column,,573.15,Right Parts,,PARKER,120769-PUMP,,,,,,Enabled,None,,,,,,"Catalog, Search",28,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,017L74@MISCELLANEOUS,017L74@MISCELLANEOUS,017L74,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,,Replacement Parts,,120,017L74,0,Default,simple,Default Category,base,,480.02,800.03,,,,,,,017L74-GEARSET,,,0,,,,,,,,,Use config,Use config,017L74-GEARSET,017L74-GEARSET,Product Info Column,,800.03,Right Parts,,MISCELLANEOUS,017L74-GEARSET,,,,,,Enabled,None,,,,,,"Catalog, Search",41,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,019-1036@TREEFARMER,019-1036@TREEFARMER,019-1036,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,019-1036,0,Default,simple,Default Category,base,,23.82,39.7,,,,,,,019-1036-BUSHING WELDMENT,,,0,,,,,,,,,Use config,Use config,019-1036-BUSHING WELDMENT,019-1036-BUSHING WELDMENT,Product Info Column,,39.7,Right Parts,,TREEFARMER,019-1036-BUSHING WELDMENT,,,,,,Enabled,None,,,,,,"Catalog, Search",3,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,01A238@COTTA,01A238@COTTA,01A238,COTTA,COTTA,COTTA,,Replacement Parts,,120,01A238,0,Default,simple,Default Category,base,,6.46,10.77,,,,,,,01A238-SPRING,,,0,,,,,,,,,Use config,Use config,01A238-SPRING,01A238-SPRING,Product Info Column,,10.77,Right Parts,,COTTA,01A238-SPRING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,01-D012-0100-A02-LN@WARNER ELECTRIC,01-D012-0100-A02-LN@WARNER ELECTRIC,01-D012-0100-A02-LN,WARNER ELECTRIC,WARNER ELECTRIC,WARNER ELECTRIC,,Replacement Parts,,120,01-D012-0100-A02-LN,0,Default,simple,Default Category,base,,325,541.67,,,,,,,01-D012-0100-A02-LN-ACTUATOR,,,0,,,,,,,,,Use config,Use config,01-D012-0100-A02-LN-ACTUATOR,01-D012-0100-A02-LN-ACTUATOR,Product Info Column,,541.67,Right Parts,,WARNER ELECTRIC,01-D012-0100-A02-LN-ACTUATOR,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-001@MICO,02-001-001@MICO,02-001-001,MICO,MICO,MICO,,Replacement Parts,,120,02-001-001,0,Default,simple,Default Category,base,,39.42,65.7,,,,,,,02-001-001-KIT,,,0,,,,,,,,,Use config,Use config,02-001-001-KIT,02-001-001-KIT,Product Info Column,,65.7,Right Parts,,MICO,02-001-001-KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-018@MICO,02-001-018@MICO,02-001-018,MICO,MICO,MICO,,Replacement Parts,,120,02-001-018,0,Default,simple,Default Category,base,,104.17,173.62,,,,,,,02-001-018-REPAIR KIT,,,0,,,,,,,,,Use config,Use config,02-001-018-REPAIR KIT,02-001-018-REPAIR KIT,Product Info Column,,173.62,Right Parts,,MICO,02-001-018-REPAIR KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-039@MICO,02-001-039@MICO,02-001-039,MICO,MICO,MICO,,Replacement Parts,,120,02-001-039,0,Default,simple,Default Category,base,,101.46,169.1,,,,,,,02-001-039-CYLINDER KIT,,,0,,,,,,,,,Use config,Use config,02-001-039-CYLINDER KIT,02-001-039-CYLINDER KIT,Product Info Column,,169.1,Right Parts,,MICO,02-001-039-CYLINDER KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-069@MICO,02-001-069@MICO,02-001-069,MICO,MICO,MICO,,Replacement Parts,,120,02-001-069,0,Default,simple,Default Category,base,,26.97,44.95,,,,,,,02-001-069-REPAIR KIT,,,0,,,,,,,,,Use config,Use config,02-001-069-REPAIR KIT,02-001-069-REPAIR KIT,Product Info Column,,44.95,Right Parts,,MICO,02-001-069-REPAIR KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-073@MICO,02-001-073@MICO,02-001-073,MICO,MICO,MICO,,Replacement Parts,,120,02-001-073,0,Default,simple,Default Category,base,,39.42,65.7,,,,,,,02-001-073-KIT,,,0,,,,,,,,,Use config,Use config,02-001-073-KIT,02-001-073-KIT,Product Info Column,,65.7,Right Parts,,MICO,02-001-073-KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-075@MICO,02-001-075@MICO,02-001-075,MICO,MICO,MICO,,Replacement Parts,,120,02-001-075,0,Default,simple,Default Category,base,,111.54,185.9,,,,,,,02-001-075-KIT,,,0,,,,,,,,,Use config,Use config,02-001-075-KIT,02-001-075-KIT,Product Info Column,,185.9,Right Parts,,MICO,02-001-075-KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-100@MICO,02-001-100@MICO,02-001-100,MICO,MICO,MICO,,Replacement Parts,,120,02-001-100,0,Default,simple,Default Category,base,,111.54,185.9,,,,,,,02-001-100-KIT,,,0,,,,,,,,,Use config,Use config,02-001-100-KIT,02-001-100-KIT,Product Info Column,,185.9,Right Parts,,MICO,02-001-100-KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-106@MICO,02-001-106@MICO,02-001-106,MICO,MICO,MICO,,Replacement Parts,,120,02-001-106,0,Default,simple,Default Category,base,,52.18,86.97,,,,,,,02-001-106-KIT,,,0,,,,,,,,,Use config,Use config,02-001-106-KIT,02-001-106-KIT,Product Info Column,,86.97,Right Parts,,MICO,02-001-106-KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-001-129@MICO,02-001-129@MICO,02-001-129,MICO,MICO,MICO,,Replacement Parts,,120,02-001-129,0,Default,simple,Default Category,base,,98.76,164.6,,,,,,,02-001-129-KIT,,,0,,,,,,,,,Use config,Use config,02-001-129-KIT,02-001-129-KIT,Product Info Column,,164.6,Right Parts,,MICO,02-001-129-KIT,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02005946@ROCKFORD,02005946@ROCKFORD,2005946,ROCKFORD,ROCKFORD,ROCKFORD,,Replacement Parts,,120,2005946,0,Default,simple,Default Category,base,,15.44,25.73,,,,,,,2005946-RING,,,0,,,,,,,,,Use config,Use config,2005946-RING,2005946-RING,Product Info Column,,25.73,Right Parts,,ROCKFORD,2005946-RING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02013708@ROCKFORD,02013708@ROCKFORD,2013708,ROCKFORD,ROCKFORD,ROCKFORD,,Replacement Parts,,120,2013708,0,Default,simple,Default Category,base,,223.03,371.72,,,,,,,2013708-SLEEVE,,,0,,,,,,,,,Use config,Use config,2013708-SLEEVE,2013708-SLEEVE,Product Info Column,,371.72,Right Parts,,ROCKFORD,2013708-SLEEVE,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02-020-101@MICO,02-020-101@MICO,02-020-101,MICO,MICO,MICO,,Replacement Parts,,120,02-020-101,0,Default,simple,Default Category,base,,309.88,516.47,,,,,,,02-020-101-CYLINDER,,,0,,,,,,,,,Use config,Use config,02-020-101-CYLINDER,02-020-101-CYLINDER,Product Info Column,,516.47,Right Parts,,MICO,02-020-101-CYLINDER,,,,,,Enabled,None,,,,,,"Catalog, Search",7,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,02029409@ROCKFORD,02029409@ROCKFORD,2029409,ROCKFORD,ROCKFORD,ROCKFORD,,Replacement Parts,,120,2029409,0,Default,simple,Default Category,base,,112.83,188.05,,,,,,,2029409-BEARING ROLLER,,,0,,,,,,,,,Use config,Use config,2029409-BEARING ROLLER,2029409-BEARING ROLLER,Product Info Column,,188.05,Right Parts,,ROCKFORD,2029409-BEARING ROLLER,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
