Cost,ID
1625.92,26777@1630
1626.22,42020-0017@0278
1627.42,154221200@1954
1627.45,31EG-65010@0612
1627.63,3163054@0020
1627.9,23018507@0005
1628.07,170974300@1954
1628.07,6908781@0211
1628.48,4620-403-245@1623
1628.58,175387100@1954
1628.97,F130CF-030216B@1620
1629.13,31Y1-21600@0612
1629.3,202015N@1489
1630.12,3PL2501PL072@0351
1630.85,1139-320-033@1623
1631.33,D28086778@2339
1631.4,1102101@0665
1631.53,PTMS700E@0104
1631.62,R921853496@1576
1631.85,20M-60-26100@1563
1632.5,3711011M92@2339
1632.58,S400G073@2313
1632.75,88835-13/00@0815
1632.85,6735730@0211
1632.85,71414427@2339
1633.05,3268P1446@0107
1633.95,3227853@0399
1634.23,11N3-40032@0612
1634.23,31EK-70300@0612
1634.23,31L8-90040@0612
1634.5,6883368@0005
1634.7,6233400125@0132
1635,6953605037@0132
1635.67,23011975@0005
1636.67,1251200H91@0096
1636.97,W1S30CD55@0066
1637.25,620610C93@0096
1637.63,31Y1-18120@0612
1637.98,151F0205@1660
1638.28,MCD-4893@0124
1638.37,PCL402-1543A@1620
1639.17,3938660@2339
1639.2,3615C10R1AL@0095
1640.18,037-1761-00-0@0331
1641,3137463@0399
1641,A1200064-001@0317
1641.05,21E7-3017@0612
1642.03,3202Z7462@0107
1642.75,4472-319-099@0612
1643.62,3202R6570@0107
1644.85,F039330@0086
1644.85,K170LS-IS-F103-001@1620
1644.9,GM30029370@2339
1645.32,BRS961904529@1620
1645.32,BRS944608201@1620
1645.33,23645@1630
1645.48,31Y1-08290@0612
1646.15,31EM-70540@0612
1646.15,P33-0256@0612
1646.22,X791003@1904
1646.22,X790005@1904
1646.4,22433@0278
1646.4,MCD-1881B@0124
1646.47,ATV58HU54N4S304@1175
1647.17,3318726M91@2339
1647.25,3901947M91@2339
1647.55,M100PPL3@1474
1647.85,74L4-10700@0612
1647.93,TX2142@0125
1647.93,VE9994@0125
1647.93,VJ6050@0125
1648.05,3038083@0020
1648.78,6655499@0211
1648.82,D28188001@2339
1648.97,V33768700@2339
1649.72,29523167@0005
1650,052660600@1954
1650,CM34D42NZ1A@2268
1650.05,VB659112034@2339
1650.7,VS9403@0125
1650.75,VJ7454@0125
1650.95,111030011@2302
1651.13,VE5627@0125
1651.18,6190028010@0211
1651.5,08073400@0278
1651.67,XKBE12229S02@1175
1652.2,24500@1208
1652.23,72234551@2339
1652.87,6884483@0005
1653.03,71189762@2339
1653.27,24655@0123
1653.58,20387426@0317
1653.82,AG520925@2339
1653.88,V0605ABG50L@0547
1654.1,R20150-1E3@0104
1654.42,A3280J9578X@0107
1654.5,V35708200@2339
1654.55,841354600@0086
1655.58,4651-352-063@1623
1655.65,6978204@0211
1655.98,140F2105-00@0216
1656.18,02105200@0278
1656.18,6000476@1924
1656.18,5TA6B04F1@1924
1657,75382-03@0104
1657,75382-04@0104
1657.22,A34333K765@0107
1657.97,144066400@1954
1658.63,99459@0151
1658.73,45400340@1607
1658.83,70415@1630
1659.57,DK487000-8100@1563
1659.75,243615@0612
1660.08,13572@1630
1660.3,4644-298-181@1623
1660.45,424-22-11101@1563
1660.5,VS5932@0125
1660.5,VS7823@0125
1660.75,21K-03-39410@1563
1661.33,DRH3VVS080804@0292
1661.75,A3111X2598@0107
1663.67,147352900@1954
1663.82,60652-43@0104
1664.07,190689@0701
1664.08,3200002P@0066
1664.7,08056000@0278
1665.17,6666972@0211
1665.37,P5002-V138@0094
1665.42,593-32D2S4@1539
1665.62,3891B1692@0107
1665.77,TH4988@0125
1666.43,AG726889@2339
1666.57,3220073@0612
1666.88,MV2029-3119@1544
1667.33,D28761221@2339
1668.12,S25D2-3-S1@0382
1668.57,2063411224@0132
1669.73,6830651@0005
1670.12,356-9102-107@0018
1670.25,VJ5485@0125
1670.25,24171@0278
1671.17,24452@1630
1671.17,7577000413@2328
1671.22,S4460044260@0107
1671.38,2436U1581F1@1945
1671.75,4646-252-028@1623
1671.78,GM30029371@2339
1671.97,6006-020-035@1623
1672.57,6804460@0211
1672.58,6627542@2339
1672.63,885540C1@0096
1673,AG503238@2339
1673.98,23013445@0005
1674.8,363339@0653
1675.07,7124-22101@0612
1675.07,XKBQ-00278@0612
1675.5,2-547-726-999-00@1385
1675.53,ZZ80220@1557
1675.57,VA1552@0125
1675.67,333720@0653
1675.8,6832625@0005
1675.83,2193365K91@2339
1675.97,74L4-10193@0612
1676.17,229966-00@1576
1676.28,102194@0009
1676.37,253-3036-002@0015
1677,25937408@1505
1677.03,6964311@0211
1677.15,4224003M1@2339
1677.37,347-9206-393@0018
1677.42,24415@1630
1677.47,4472-320-060@0612
1677.47,4472-320-074@0612
1679.25,3521140@0278
1679.63,3111R3268@0107
1679.65,6837676@0005
1679.68,SBCF0530@0104
1679.7,MHRB32NG10/D623EB11-011@1576
1679.83,DGMC3BTCW41@0124
1679.97,5830-003-041@1578
1679.97,MCR05C565F180Z3XA0M2R12S@1578
1679.98,719716C1@0096
1680,VS8645@0125
1680.17,KR3H-9N29@0612
1681,E-90916198-SR@0163
1681.7,171119600@1954
1681.7,58494006@1535
1681.7,4657-375-001@1623
1681.77,097104700@1954
1682.83,5945-004-003@1576
1682.83,MH2FAER22DE40/1HG12C4A10V@1576
1683.17,VJ0831@0125
1683.8,510873@0115
1683.97,34L1-00030@0612
1685.25,791002@1904
1685.25,X790003@1904
1685.25,X791007@1904
1685.25,X790000@1904
1686.25,4651-302-014@1623
1686.4,6831966@0005
1686.83,4061-316-171@1623
1686.95,4271642M2@2339
1687.98,E65010747@0107
1688.08,26721@1630
1688.18,825204600@0086
1689.45,208-01-68320@1563
1689.73,4474-308-035@1623
1689.75,527875D1@2339
1691.1,41C636090P1@0077
1691.1,701863@0161
1691.13,E74010030@0107
1691.22,8474-955-570@1623
1691.23,D26748419@2339
1691.42,S4324310120@0107
1692.97,112801800@1954
1693.2,705T3F0HC1E177F1TL1VG@0772
1694.52,1018230@0161
1694.57,21176016@1578
1694.93,070101S1@2339
1695,HW4B1C00835@0066
1695,A10VG28HW1/10R-NSC16N003E-S@1576
1695.17,103812@1630
1695.25,78237@1630
1695.5,31N4-50120@0612
1695.5,31N4-50110@0612
1695.5,4474-308-036@1623
1695.85,AK1106@0125
1695.95,4463-311-019@1623
1695.95,A229939P@0461
1696.28,KU55702630@2339
1696.83,VZ240103067@0612
1697.03,5000-F90A@0094
1697.13,M315005@0107
1697.18,31Y1-21140@0612
1697.18,MHRB32NG10/D622EV11-U11@1576
1697.88,0054078100000@2339
1698.17,F203368@0576
1698.22,312-9634-001@0018
1698.85,11036265@0115
1698.88,31N6-99000@0612
1699.03,1762-L40AWA@1757
1699.63,PM10825-022@0475
1700.18,6880100@0120
1701.4,A4075208-001@0317
1701.5,85590-01-24P@0104
1701.85,LA711290551@2339
1702.62,A13111K2585@0107
1703.25,M5244964@0172
1703.42,6510466@0211
1703.55,61FR-50010@0612
1703.78,631688C1@0096
1703.88,2-547-N05060-03@1385
1704.2,K110132-251-190@0036
1704.57,1015156@0161
1704.57,2000W959@0107
1704.57,2000V1296@0107
1704.57,2000W959@0153
1705.03,L90LS-01-1-1OCQA6-2@0104
1705.7,11EN-42032@0612
1705.88,707-00-12820@0612
1705.93,3260L220@0107
1705.93,72NYSB2633@0107
1706.25,RZ255K@1898
1706.63,027-4343-023-000@0746
1706.7,6831288@0005
1706.9,AA10VG45HWL1/10R-NSC66F003S-S@1576
1707.1,223-8030@1098
1708.35,2983973@0091
1708.9,0-001-367-046@0110
1708.92,6968785@0211
1709.08,6680601@0211
1709.63,4430-005@0461
1709.63,73021116@1137
1710.12,VS5606@0125
1710.8,11E6-41011@0612
1710.92,100689@1630
1710.93,6541693@0211
1711.17,100252@1630
1711.67,104034@1630
1712.12,355-9158-015@0018
1712.78,4460-331-107@1623
1713.02,A53205B1120@0107
1713.65,6964306@0211
1713.68,P56426-00004@2062
1714.2,WR31175@2339
1715.23,JS3M9941F@0978
1715.62,4644-308-363@1623
1715.78,492286600@1954
1715.9,IPS302-F1-241@1620
1715.9,IPS302-T1241@1620
1716.08,492SHJ5AR@1474
1716.43,D45090042@2339
1716.93,AG026637@2339
1717.5,65407640@1607
1717.55,WR126468@2339
1717.57,6961398@0211
1717.62,157U1608@1660
1718.68,3311935M91@2339
1719,81782@1630
1719,3402-269@2407
1719.18,6594146@0211
1720.5,30190@1630
1720.55,37103-3601@0317
1720.85,843160200@0086
1720.85,R9911/46A@0842
1721.93,SVBP01033DN34VS@0095
1722.33,29887@1630
1723.05,3815-105@0461
1723.33,288982@0009
1723.58,4464-350-052@1623
1723.58,A229907P@0461
1723.73,I0600062@0461
1724.07,HFC32688@0104
1724.25,E-60244843@0163
1724.42,31L8-20012@0612
1724.47,70294@1630
1724.82,4656-373-007@0612
1724.92,V33639100@2339
1725.08,X791024@1904
1725.17,4412-209@0461
1725.17,73072288@1137
1725.38,0-401-846-817@0110
1725.42,57889005@1535
1725.52,186-1003@2339
1725.63,348-9202-644@0018
1725.75,3500556000@1525
1725.82,LA391510079@2339
1726.03,4642-330-210@1623
1726.12,11EG-40031@0612
1726.48,6686736@0211
1727.97,41424184@1557
1728.72,GRB0526373@2339
1729.23,926160150200@2339
1729.28,4651-252-028@0612
1729.42,26320@1630
1729.92,45 782 16@1839
1730.23,48649-022@1535
1730.35,D26748954@2339
1730.35,V836840827@2339
1730.78,6902094@0211
1731.18,71EN-40011@0612
1731.42,7126-21401@0612
1731.98,5870-970-007@1623
1732.98,206100@0701
1733.25,274840-901@0130
1733.77,1833307C92@2339
1734.62,3137473@0612
1735,M315004@0107
1735.17,71352064@2339
1735.67,H920902041020@2339
1735.72,157U4561@1660
1735.97,4044-319-023@1623
1735.98,6768438@0005
1736.53,P56217B@0091
1736.53,V56-217@0104
1736.68,6667814@0211
1737.5,13-9170@2123
1737.78,6961758@0211
1737.82,ZZ90093@1557
1738.5,VE3389@0125
1738.52,5606660408@0211
1738.95,3111Z2314@0107
1739.18,74L1-00324@0612
1740.22,AK1107@0125
1740.52,3268P1030@0107
1741.42,31EE-50010@0612
1741.42,55D1-41450@0612
1741.65,517717D1@2339
1741.68,029191@1576
1741.68,790038300@0086
1741.93,F031809@0086
1742.62,EHPS-OLS320@1660
1743.13,31E3-0006@0612
1743.13,74E7-01180@0612
1743.58,6674187@0211
1743.6,1016348@0161
1743.6,217178@0153
1744.7,75382-05@0104
1745.35,6134-72-1620@1563
1745.55,4464-350-053@1623
1745.55,A229908P@0461
1746.98,347-9204-874@0018
1748.33,6961824@0211
1748.4,37171163@1557
1748.73,6771406@0005
1749.08,824195900@0086
1749.57,0.013.6450.3/2@2339
1749.77,178386ZA81@0487
1749.83,100899@1630
1750.42,TU0339600@2339
1750.6,R921178073@1576
1751.05,077473200@1954
1751.1,08056700@0278
1751.15,CXP14711-01@0363
1751.22,0-120-400-760@0110
1751.25,HF870045R@0111
1751.25,HFB70014R@0111
1751.62,2430R209D1F1@1945
1751.75,MHB25FNPA2X/B01UT20V11@1576
1752.47,1400705@0066
1752.67,SM1876@0125
1753.38,88835-22/00@0815
1753.38,88835-15/00@0815
1754.7,A2230X1168@0107
1755.03,31EE-52130@0612
1755.58,7550605601@2339
1755.9,0-510-665-356@0110
1757.28,R987204861@1576
1757.35,103890@0009
1757.73,BF3764@0125
1758.28,HFC32699@0104
1758.5,096483500@1954
1758.57,146294@1616
1758.63,4265703M91@2339
1759.13,104606@0009
1759.18,6962685@0211
1759.37,111090011@2302
1760.7,STV20A25A-25-35@0095
1761.48,6830492@0005
1762.07,G5-8-8-A15F-24-R@2128
1763.35,5000-E103@0094
1763.55,31EM-55013@0612
1763.57,635994C92@0096
1763.83,927926C1@0096
1763.9,4061-318-032@1623
1764.08,D28085905@2339
1764.35,6686260@0211
1764.88,03020800@0278
1764.93,3897G3543@0107
1764.93,840690300@0086
1765.2,1318-167@0612
1765.2,4213649222@2062
1765.25,14L4-01112@0612
1765.65,213855@0278
1765.8,I-1-26-2038@0461
1765.82,6768462@0005
1765.88,HP-9K-24912@1109
1765.92,58494-002@1535
1765.92,A3511002-001@0317
1765.95,72275643@2339
1767.02,6757387@0005
1767.15,333E3073@0107
1767.3,6598769@0211
1767.45,707-58-10310@0612
1767.88,6727648@0211
1767.97,54-00526-00@1888
1768.35,826360400@0086
1768.35,4282954M92@2339
1768.65,E5-01-003@0211
1770.03,428-13-14210@1563
1770.1,3289563@0399
1770.13,31E6-0006@0612
1770.13,31E6-50110@0612
1770.13,527876D1@2339
1770.35,11E9-42030@0612
1770.35,31EH-01011@0612
1770.38,LA711878231@2339
1770.6,130851@0278
1771,MZ8900B20TNUBS@1594
1771.62,31E6-50211@0612
1771.87,D10-0119@0612
1771.92,4646-252-028@0612
1772.05,21E7-4002@0612
1772.12,40-485-110@2032
1772.3,VE3961@0125
1772.52,9562446580@2132
1772.52,9562446680@2132
1772.67,104607X@0009
1773.75,E-43501835@0163
1774.48,VJ8195@0125
1775.12,459/50503@2198
1775.55,F281108080060@2339
1776.05,3111E3671X@0107
1776.05,3111F3672X@0107
1776.4,3907015M3@2339
1776.5,C83121B2865S@0107
1776.75,4226434M1@2339
1776.85,22828@0278
1777.27,16210556@1576
1777.68,AA2FM28/61W-NSD526@1576
1777.8,427-03-11120@1563
1777.8,427-62-11471@1563
1778.72,A23200C1979@0107
1778.73,6768606@0005
1779.05,D28782544@2339
1779.35,348-9201-468@0018
1779.83,6665453@0211
1780.27,6333700383@2073
1780.87,700721659@2339
1781.67,434045@1576
1782.95,GR16655390@2339
1782.97,A163235Z884@0107
1782.98,065408@0009
1784.02,23014168@0005
1784.35,6009-065-306@1623
1784.57,AK1108@0125
1784.58,12L3-0110@0612
1785,9859N@1489
1785,72275100@2339
1785.07,800468@0009
1786.03,HP-9K-25811@1109
1786.17,3812994M92@2339
1786.22,F431862@0086
1786.73,TG0280EW460AAFX@0111
1786.82,151F0206@1660
1787.57,349714A1@1557
1787.72,3019-3@0278
1787.77,ZTAM-00188@0612
1788.23,150F8003@1660
1788.57,20T-973-2600@1563
1788.57,BW052558@1563
1788.67,A3133V4650@0107
1791.62,392SFZ6@1474
1791.68,473387@1576
1791.78,SR695120@2339
1793.02,7400701@0066
1793.78,99A9552-2@1904
1794,E-78044687@0163
1794.17,3227853@0612
1794.17,34L3-02220@0612
1794.17,34960@1630
1795.42,3202J7836@0107
1795.88,7823-43-1000@1563
1796.13,A333W2181@0107
1796.38,613363C1@0096
1796.38,61661@0151
1796.38,942611C1@0096
1796.77,503AS193@0111
1797.03,611961C94@0096
1797.6,2988283@0091
1797.78,143128900@1954
1797.93,6009-054-071@1623
1798.35,GMT320650-N401@2007
1798.43,3903883M12@2339
1799.62,4231449@2339
1800.15,KR3G-2N19@2073
1800.15,KR3G-9C39@2073
1800.73,175440400@1954
1800.87,4349962@2339
1801.5,6776393@0005
1802.73,GTA360563@2339
1804.47,150F8008@1660
1804.75,4474-305-158@1623
1806.4,5000-D195@0094
1806.4,5000-D195A@0094
1806.42,29889@1630
1807.38,6808381@0211
1807.53,896390C92@0096
1807.58,69130@1630
1808.58,31L3-0017@0612
1809.47,61L6-00681@0612
1809.47,7830-32-3400@1563
1810,659682C1@0096
1810.02,23.2563.20@1697
1810.12,AG332230@2339
1810.13,05083172AB@1574
1810.18,KIT5203@0107
1810.53,3891R1838@0107
1812.08,24889@1630
1812.2,6883049@0005
1812.22,6836826@0005
1813.18,73026397@1137
1813.3,2-547-00G-999-00@1385
1813.85,6655020@0211
1814,252-2226@2339
1814.18,791012@1904
1815.33,4624-333-064@1623
1816.18,3901780M91@2339
1816.28,31N8-01013@0612
1816.77,841137000@0086
1817.03,331317@0653
1817.17,24468@1630
1817.23,F6904-33110@1563
1818.15,657541C91@0096
1819.07,MX152738@0107
1819.47,AG137585@2339
1819.72,3897M2925@0107
1820.22,ME012062-B1@0111
1821.38,41EE-21003@0612
1821.53,18800037@0278
1821.53,D-561285X8656@1118
1821.7,HV09-1109C@1620
1823.08,11111@1630
1823.23,71L6-10690@0612
1823.33,105095@1630
1823.75,31L9-20021@0612
1823.75,31L9-20011@0612
1824.03,158339700@1954
1824.67,6630283@0211
1825.13,3794448@1620
1825.6,PB5907@0125
1826.25,73196@0151
1826.32,S1X-26 G2 AMP K196C@0953
1826.37,0-528-144-650/086@0110
1826.67,147311700@1954
1827.08,GRB2218686@2339
1827.28,562-15-22620@1563
1827.43,74E7-01480@0612
1827.73,6677090@0211
1827.77,3892V4962@0107
1828.4,H920902040050@2339
1828.95,75101-2232@0317
1828.95,RD15602183@0107
1829.02,1430567H92@0096
1829.98,225911-00@1576
1830,3218W1063@0107
1830.08,6009-054-230@1623
1830.42,29516702@0005
1831.83,100086@1630
1831.83,100085@1630
1833.62,228466/00L25@1576
1834.33,4642-305-011@1623
1835.15,421-W30-A230@1563
1836.07,4300519M11@2339
1836.78,201-63-02220@1563
1837.35,6512890@0211
1837.4,D28080530@2339
1837.45,53345@0095
1837.82,WR41616@2339
1837.85,4352324M92@2339
1838.32,LA323318900@2339
1838.5,31E3-0005@0612
1838.63,WR131830@2339
1839.42,4253310000@2062
1839.5,31E5-0007@0612
1839.57,4203040@0612
1840.2,3188175@0317
1840.47,KITSKFSS2@0107
1840.58,69976@1630
1841.05,426-03-11770@1563
1842.05,316-9229-302@0018
1842.07,4045872@0072
1842.1,8142630900@0132
1842.23,VJ9013@0125
1842.62,80642@0151
1842.68,3925BV4@1474
1842.68,392SBV4@1474
1843.35,71515058@2339
1844.48,A6574@0043
1845.1,YZ101721@0072
1845.23,Y2911@0065
1846.33,31L8-20380@0612
1846.67,351-9220-122@0018
1846.9,MCD-6456@0124
1847.07,6598503@0211
1847.55,3766099E91@2339
1848.18,YZ103196@0072
1848.83,926005C2@0096
1849.17,6513239@0211
1850.1,AG517808@2339
1850.17,925900C92@0096
1851.28,706-87-00010@1563
1851.37,820479@0311
1851.7,23933A@1489
1852.18,MHB25FNPA20/B00UT20V36@1576
1852.18,H360302010021@2339
1853.07,5431-100@0050
1853.83,6960912@0211
1854.67,708-27-07112@1563
1854.9,AK7364@0125
1854.98,49942112@1607
1855.42,11L8-30172@0612
1855.42,31E3-0014@0612
1855.42,31EH-02104@0612
1855.42,31N4-50131@0612
1855.42,XJCK-00074@0612
1855.52,6773275@0005
1856.05,204053@0701
1856.7,4644-353-030@1623
1857.45,9020547A@2246
1857.58,6597237@0211
1857.65,3729898@0211
1858.07,170-7283@2339
1858.1,AG424803@2339
1858.32,3907810M1@2339
1858.35,0-001-315-002@0110
1858.98,503AS171@0111
1859.2,K24751-41@1144
1859.4,700731715@2339
1859.95,E65010745@0107
1860.35,3S45584@0100
1860.75,5000-B-189D@0094
1860.83,A71614172@0107
1860.93,3224753@0612
1861.05,0-986-012-700@0110
1861.12,459/10239@2198
1862.07,A33290J1050@0107
1863.72,212509@0278
1863.72,W3B210354ZB@0066
1863.75,VE3855@0125
1864.47,3779245M1@2339
1864.63,0.013.6304.3/2@2339
1866.3,1004052@0161
1866.33,883-0897-001@0933
1866.57,90V055NB208N02-15555@0115
1866.98,HWB1812@0458
1867.57,3780026@1620
1867.57,F12-060-MS-XH-S-107@0104
1868.02,6759513@0005
1868.48,211360@0043
1868.88,0.011.2161.4/2@2339
1868.97,080 360 015 562@1623
1869.38,526760D1@2339
1869.42,SCL5951@0107
1870.25,689234C1@0096
1870.6,D28185640@2339
1871.22,4651-353-047@1623
1871.38,6684718@0211
1871.38,5873-014-012@1623
1871.52,7WXP3911-002@0164
1872.18,6554629@0211
1872.18,6554891@0211
1872.43,31N3-52120@0612
1872.43,31N3-52110@0612
1872.75,3972332@0317
1872.93,W1S40BL55@0066
1873.12,K3997@0043
1873.5,BW059185@1563
1874.18,M6102599@0172
1874.98,17CM57J5@0077
1874.98,900120@0161
1875,E-49311106@0163
1875.2,2436U2812F1@1945
1875.2,DE10P-10-204-DD24A-L61@2073
1875.38,JC600-036@0976
1875.82,6883524@0005
1876.88,843066100@0086
1877.33,23017459@0005
1877.53,42R28DANNA10C3A2FNN3434BNNNNNNNN@1660
1878.2,111040021@2302
1878.28,66960773@1607
1878.55,0-510-625-028@1578
1878.55,1PF2G241/016RR20MR@1576
1878.57,6690140@0211
1878.62,206130@0701
1878.92,F433028@0086
1880,6700186@0005
1880.52,1A9211D@0100
1880.55,PM-2B-26B9FS2-4505C@2119
1880.8,6685835@0211
1880.97,4143-303-026@1623
1881.03,4657-373-008@0612
1881.42,5000-E97@0094
1881.87,6880090@0120
1882.02,A8730086-002@0317
1883.03,AG323760@2339
1883.37,1612-635-054@1576
1883.37,R78726334@1576
1883.8,4644-303-279@1623
1884,109524M@0477
1884,05015075AC@1574
1884.15,96460-1@0211
1884.42,3202J2974@0107
1884.57,31L9-20032@0612
1884.58,733623C92@0096
1885.08,6670319@0211
1885.78,W9A3-10-10-08-R-7-M-07-N-E562@2128
1886.23,841831400@0086
1886.43,3198513@0399
1886.53,72513145@2339
1886.7,42093212@1607
1887.17,LM06PQSVA-M061/05@2105
1887.2,V90001030@2339
1887.32,6831284@0005
1887.58,4412-185@0461
1887.58,73067757@1137
1887.7,71E8-2100@0612
1888.05,850NYSM3016@0107
1888.25,14750612@1607
1888.57,705T3S016A141XL1UN@0772
1889.45,21206.710.03@0612
1889.45,31E6-55032@0612
1889.45,6150-71-3210@0612
1889.45,ZTAM-00087@0612
1889.58,007293700@1954
1890.42,63346@0043
1890.55,2563200805@0132
1890.83,72232447@2339
1890.87,106450X@0009
1891.28,GR16650502@2339
1891.5,69823@1630
1892.1,3615C1CL1AL@0095
1892.23,080119000@1954
1892.25,526762D1@2339
1893.08,6664333@0211
1893.53,D13-0023B@0612
1893.53,4300223M1@2339
1893.75,77789@1630
1894.35,AG724476@2339
1894.92,6667088@0211
1894.92,6667089@0211
1895.25,G14-5-200-BLK002-P@0135
1896.35,6006-020-013@1623
1897.67,YZ4102729@0072
1897.72,TA19R451652@0124
1897.73,1307836H91@0096
1897.87,MPS3336@0107
1899.62,3892B1770@0107
1899.83,5149078@0029
1900.03,670323C92@0096
1900.52,AG522402@2339
1901.02,6910716@0211
1901.23,331164@0653
1902.5,580012@1496
1903.6,503AS196@0111
1903.62,349-9202-002@0018
1904.95,A355369@0107
1904.95,A35536-9@0107
1905.92,632590462@0612
1906.12,6914692@0211
1906.22,D706249X@0107
1906.47,31EA-01750@0612
1906.47,7509-226@0612
1906.47,XKBQ-00185@0612
1907.58,A23200C393@0107
1907.68,6836024@0005
1908.37,3217543@0399
1908.73,346-9204-169@0018
1908.8,6508538@0211
1909.1,199-7638@2339
1909.25,916708@0104
1909.62,D26747953@2339
1910.2,6964674@0211
1910.28,4010442@0072
1911,E-43501820@0163
1911.75,102920@1630
1911.83,02801608305@0576
1912.12,TMC5-17@0219
1912.53,141759@0278
1913.4,HPU7199E@0104
1913.52,AL5101065@2339
1913.97,702953007@0104
1914.18,4657-303-003@0612
1914.48,F012677@0086
1914.52,213-7245@1098
1914.62,655931@1983
1915.15,F329310020010@2339
1917.3,35633540@1607
1917.73,1807-0105@0612
1918.18,YZ101743@0072
1919.15,Q15401047@0107
1920.03,3280K9579X@0107
1920.32,SVBP01033DN35VS@0095
1920.57,F007200090010@2339
1920.6,11016934@1660
1920.95,F-214903.4@1604
1921.08,21851891@1578
1922.48,MNRR921807246@1576
1922.72,5305670225@0211
1922.75,72847@1630
1922.93,9110-C17A@0094
1923.32,VJ2174@0125
1923.33,700731709@2339
1923.47,63NB-40010@0612
1924.2,4657-376-001@1623
1924.28,23012005@0005
1924.28,BV06P1D012PV-6T@0104
1924.67,6538462@0211
1925.9,MF30118-CY@0104
1926.15,H822100470100@2339
1926.25,0-510-465-358@0110
1926.63,112-1013-006@0015
1927.12,F280159@0086
1927.58,29507430@0701
1927.58,71391922@2339
1927.72,77297-0@0211
1927.9,R902069124@1576
1928.03,6688757@0211
1928.38,4272053M93@2339
1928.75,63084@1630
1929.2,284877@0009
1930.8,29511896@0005
1932.9,350S-47@0030
1933.07,154756700@1954
1933.5,BRS951713447@1620
1934.73,D21945-C@1109
1936.43,D225NR@1583
1936.8,F306322@0086
1937.33,HW4C21@0066
1939.32,6960592@0211
1939.5,34L3-01891@0612
1939.5,34L3-01901@0612
1940.07,EM-7.5-6-254T@0135
1940.12,5870-220-017@1623
1940.17,02-341848@0124
1940.4,KP1/14Q20AX0A4NL2@0294
1940.48,31EK-50121@0612
1940.48,31M8-75020@0612
1940.57,3102T4180@0107
1941.08,VE2060@0125
1942.43,EHPS/0LS 80/8-0@0953
1942.85,6883194@0005
1943.18,2000F1358@0107
1943.18,82830C@0161
1943.28,PRSVC01S028/094F0/PD1143@0547
1943.87,31EK-50933@0612
1944.88,71410698@2339
1945.18,6705592@0211
1945.77,6975253@0211
1945.98,D86882063@2339
1946.08,208-26-00020@1563
1947.02,914107@0161
1947.33,103806@1630
1947.85,71373601@2339
1947.88,D86882062@2339
1948.28,6973810@0211
1948.33,4213500700@2062
1950.37,MCW102B1085@0115
1951,103808@1630
1951.78,72162342@2339
1952.18,09033801@0278
1952.18,022000-9480@1640
1953.13,6713536@0211
1953.75,E-60262034@0163
1954.02,V1011DF68V@1831
1954.53,A2FM45/61W-VZB100D@1576
1954.67,GMB9403451@2339
1954.9,F120800@0086
1955.55,700395200@0086
1955.55,7120A39@0094
1955.67,4656-374-024@1623
1956.82,21851123@1578
1957,6960599@0211
1957.5,11L6-02311@0612
1957.5,204576@0701
1957.5,206-341-12-24@0612
1957.75,GRB2469986@2339
1957.97,3800320M91@2339
1959.28,3198583@0612
1959.42,700731427@2339
1959.87,842101000@0086
1960.8,VJ8197@0125
1961,01103500@0278
1961.2,151B3074@1660
1961.25,3202L9502@0107
1961.43,4302424M1@2339
1962.03,6412-C@0094
1962.58,72217338@2339
1963.47,249446000@1954
1963.85,346-9203-165@0018
1963.85,3469203165@0104
1964.05,1016347@0161
1964.37,A6VE28HZ1/63W-VAL020DB-S@1576
